,name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
223,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5,3.6
224,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5,6.8
225,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5,2.5
226,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7,19.64
227,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7,7.0
228,Honda City i-VTEC V,Kolkata,2011,32572,Diesel,Manual,First,17.4,1497.0,117.3,5,3.87
229,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Diesel,Manual,First,18.6,1197.0,81.83,5,6.27
230,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5,18.12
231,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5,2.65
232,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5,7.2
233,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7,14.3
234,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7,6.9
235,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7,10.75
236,Honda City i VTEC V,Kochi,2016,33915,Diesel,Manual,First,17.8,1497.0,117.3,5,8.09
237,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5,18.5
238,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5,4.75
239,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5,8.45
240,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5,3.5
241,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5,1.8
242,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5,3.7
243,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Diesel,Manual,First,18.7,1199.0,88.7,5,7.17
244,Hyundai i10 Era,Jaipur,2010,83000,Diesel,Manual,First,19.81,1086.0,68.05,5,1.75
245,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5,21.99
246,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7,18.65
247,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Diesel,Manual,Third,19.7,796.0,35.0,5,1.85
248,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Diesel,Manual,Second,20.4,1197.0,81.8,5,5.95
249,Hyundai Grand i10 Magna,Mumbai,2014,16514,Diesel,Manual,First,18.9,1197.0,82.0,5,3.75
250,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5,3.75
251,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5,2.6
252,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Diesel,Manual,First,17.0,1197.0,80.0,5,2.8
253,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5,61.29
254,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5,18.0
255,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5,4.35
256,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5,13.75
257,Maruti A-Star Vxi,Pune,2010,67000,Diesel,Manual,First,19.0,998.0,66.1,5,2.0
258,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5,10.0
259,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5,1.65
260,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5,45.77
261,Hyundai i10 Sportz,Bangalore,2010,36000,Diesel,Manual,Second,20.36,1197.0,78.9,5,3.25
262,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7,12.8
263,Maruti Zen VXI BSII,Mumbai,2002,60000,Diesel,Manual,Third,17.3,993.0,60.0,5,0.55
264,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5,7.15
265,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8,7.0
266,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5,3.75
267,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Diesel,Manual,First,18.88,999.0,123.24,5,8.5
268,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5,4.35
269,Maruti Alto 800 LXI,Kochi,2016,32227,Diesel,Manual,First,22.74,796.0,47.3,5,3.26
270,Honda City 1.5 S MT,Jaipur,2011,55000,Diesel,Manual,First,17.0,1497.0,118.0,5,4.21
271,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7,70.36
272,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5,2.95
273,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Diesel,Manual,First,17.1,1591.0,121.3,5,4.28
274,Honda City 1.5 V AT,Jaipur,2009,78442,Diesel,Automatic,First,16.8,1497.0,118.0,5,3.57
275,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5,3.11
276,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Diesel,Automatic,First,15.0,1396.0,98.6,5,5.96
277,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5,4.7
278,Honda City i VTEC VX,Ahmedabad,2014,49000,Diesel,Manual,First,17.4,1497.0,117.3,5,6.9
279,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5,5.25
280,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5,28.0
281,Maruti Wagon R LXI Minor,Delhi,2009,60000,Diesel,Manual,First,18.9,1061.0,67.0,5,1.35
282,Honda Jazz VX,Delhi,2015,62178,Diesel,Manual,First,18.2,1199.0,88.7,5,4.85
283,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5,6.7
284,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Diesel,Manual,First,20.36,1197.0,78.9,5,3.1
285,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5,18.64
286,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Diesel,Manual,First,20.36,1197.0,78.9,5,2.8
287,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7,20.25
288,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5,26.78
289,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7,8.26
290,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Diesel,Manual,First,16.47,1198.0,73.9,5,3.89
291,Maruti Alto K10 LXI,Hyderabad,2011,70000,Diesel,Manual,First,20.92,998.0,67.1,5,2.1
292,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Diesel,Automatic,First,18.0,1497.0,117.3,5,12.69
293,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5,2.58
294,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5,20.77
295,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5,20.26
296,Maruti Celerio VXI AT,Hyderabad,2014,77815,Diesel,Automatic,First,23.1,998.0,67.04,5,4.25
297,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5,57.0
298,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5,44.0
299,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5,3.65
300,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Diesel,Manual,First,14.0,796.0,35.0,5,2.05
301,Honda Brio 1.2 VX MT,Kochi,2012,91931,Diesel,Manual,First,18.5,1198.0,86.8,5,3.13
302,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7,1.5
303,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5,2.85
304,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Diesel,Manual,First,18.9,998.0,67.1,5,2.65
305,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7,10.6
306,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5,1.25
307,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Diesel,Manual,First,16.02,1373.0,93.7,7,8.25
308,Honda Accord 2.4 A/T,Mumbai,2011,60000,Diesel,Automatic,First,11.7,2354.0,177.6,5,4.45
309,Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5,3.7
310,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5,2.8
311,Honda City ZX GXi,Kolkata,2008,40000,Diesel,Manual,First,17.7,1497.0,78.0,5,1.8
312,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5,21.95
313,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4,49.0
314,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7,62.67
315,Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5,1.4
316,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5,5.5
317,Hyundai i10 Sportz AT,Bangalore,2009,37000,Diesel,Automatic,Third,16.95,1197.0,78.9,5,2.95
318,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Diesel,Automatic,First,19.0,1199.0,88.7,5,6.86
319,Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5,6.15
320,Hyundai i20 Asta 1.2,Pune,2011,79152,Diesel,Manual,Second,18.5,1197.0,82.85,5,3.3
321,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Diesel,Manual,First,16.47,1198.0,73.9,5,2.55
322,Maruti Alto LXi,Ahmedabad,2009,35000,Diesel,Manual,First,19.7,796.0,46.3,5,1.5
323,Toyota Corolla H4,Chennai,2004,105000,Diesel,Automatic,Second,11.3,1794.0,125.0,5,2.5
324,Maruti Alto LXi,Chennai,2006,56000,Diesel,Manual,Second,19.7,796.0,46.3,5,1.4
325,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5,3.4
326,Maruti Alto LXi,Pune,2012,38000,Diesel,Manual,First,19.7,796.0,46.3,5,2.25
327,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5,7.5
328,Toyota Corolla H4,Kolkata,2008,80000,Diesel,Automatic,First,11.3,1794.0,125.0,5,2.8
329,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Diesel,Manual,First,18.6,1197.0,81.83,5,7.66
330,Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5,7.15
331,Honda City 1.5 V MT,Delhi,2010,87430,Diesel,Manual,First,17.0,1497.0,118.0,5,3.5
332,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5,3.5
333,Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5,3.45
334,Hyundai EON D Lite Plus,Coimbatore,2016,27904,Diesel,Manual,First,21.1,814.0,55.2,5,3.55
335,BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5,25.99
336,Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5,5.25
337,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5,2.9
338,Skoda Octavia RS,Jaipur,2005,100000,Diesel,Automatic,First,14.45,1984.0,227.0,5,2.05
339,Maruti Alto K10 VXI,Pune,2017,30000,Diesel,Manual,First,24.07,998.0,67.1,5,3.75
340,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5,6.75
341,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Diesel,Manual,Second,18.0,995.0,62.0,5,0.95
342,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5,52.0
343,Honda CR-V RVi MT,Jaipur,2007,119000,Diesel,Manual,Third,13.1,1997.0,141.1,5,3.91
344,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Diesel,Automatic,First,14.67,1798.0,177.46,5,27.3
345,Hyundai i10 Magna 1.2,Chennai,2009,620000,Diesel,Manual,First,20.36,1197.0,78.9,5,2.7
346,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5,3.5
347,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Diesel,Automatic,First,18.5,1197.0,83.14,5,6.2
348,Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5,2.75
349,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5,3.25
350,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5,3.25
351,Maruti Zen LX,Kolkata,2003,65000,Diesel,Manual,First,17.3,993.0,60.0,5,0.65
352,Mini Clubman Cooper S,Pune,2017,8350,Diesel,Manual,First,13.8,1998.0,192.0,5,35.0
353,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5,3.25
354,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Diesel,Manual,First,24.7,796.0,47.3,5,2.9
355,Maruti Alto VXi,Bangalore,2011,11000,Diesel,Manual,Third,18.9,796.0,47.0,5,2.9
356,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5,17.75
357,Nissan Teana XV,Mumbai,2015,74000,Diesel,Automatic,Second,11.07,2496.0,179.5,5,8.25
358,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Diesel,Automatic,First,18.9,1197.0,82.0,5,5.77
359,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5,9.49
360,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7,12.95
361,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5,20.0
362,Maruti 800 AC,Chennai,2007,72000,Diesel,Manual,Third,16.1,796.0,37.0,4,1.0
363,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5,7.1
364,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5,16.5
365,Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5,26.0
366,Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5,3.2
367,Honda BRV i-VTEC V CVT,Kochi,2017,35676,Diesel,Automatic,First,16.0,1497.0,117.3,7,9.48
368,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5,4.0
369,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5,26.5
370,Mercedes-Benz B Class B180,Kochi,2014,41380,Diesel,Automatic,Second,14.8,1595.0,120.7,5,11.77
371,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5,37.0
372,Honda City i VTEC VX Option,Mumbai,2016,28000,Diesel,Manual,First,17.8,1497.0,117.3,5,8.75
373,Honda City 1.5 S MT,Chennai,2011,93982,Diesel,Manual,First,17.0,1497.0,118.0,5,3.75
374,Hyundai Verna Transform VTVT,Pune,2010,95000,Diesel,Manual,First,16.2,1599.0,103.2,5,2.5
375,Jaguar XE Portfolio,Mumbai,2017,9000,Diesel,Automatic,First,13.5,1999.0,246.74,5,34.5
376,Honda Amaze S i-Vtech,Delhi,2015,52516,Diesel,Manual,First,18.0,1198.0,86.7,5,4.65
377,Mini Cooper Convertible 1.6,Bangalore,2015,20000,Diesel,Automatic,First,18.86,1598.0,122.0,4,32.0
378,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5,62.81
379,Hyundai EON Magna Plus,Chennai,2014,37000,Diesel,Manual,First,21.1,814.0,55.2,5,3.25
380,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Diesel,Manual,First,20.51,998.0,67.04,5,3.1
381,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5,3.91
382,BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5,11.0
383,Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5,3.5
384,Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5,16.5
385,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5,30.0
386,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7,28.0
387,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7,28.0
388,Maruti Alto LX,Jaipur,2010,125000,Diesel,Manual,First,19.7,796.0,46.3,5,0.92
389,Maruti Wagon R LXI BSIII,Pune,2013,53000,Diesel,Manual,First,14.0,1061.0,64.0,5,2.75
390,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5,53.83
391,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Diesel,Manual,Second,17.01,1591.0,121.3,5,4.95
392,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5,33.5
393,Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5,27.95
394,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Diesel,Automatic,First,13.7,1798.0,157.75,5,7.25
395,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5,25.71
396,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5,29.67
397,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5,19.0
398,Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7,13.05
399,BMW 3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5,25.5
400,Honda BR-V i-VTEC S MT,Pune,2017,9000,Diesel,Manual,First,15.4,1497.0,117.3,7,8.5
401,Volvo S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5,7.25
402,Hyundai Accent GLE,Pune,2005,5834,Diesel,Manual,First,13.2,1495.0,94.0,5,0.8
403,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Diesel,Manual,First,17.19,1197.0,81.86,5,6.9
404,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,Diesel,Automatic,First,11.5,2996.0,367.0,5,70.99
405,Hyundai EON Magna Plus,Kolkata,2015,20800,Diesel,Manual,Second,21.1,814.0,55.2,5,2.25
406,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Diesel,Manual,First,18.9,1197.0,81.86,5,5.5
407,Honda City 1.5 EXI S,Mumbai,2013,52576,Diesel,Manual,First,13.0,1493.0,100.0,5,4.35
408,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,Diesel,Manual,First,16.47,1198.0,73.9,5,2.25
409,Audi A6 35 TFSI Matrix,Mumbai,2016,47000,Diesel,Automatic,First,15.26,1798.0,187.74,5,24.5
410,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,Diesel,Manual,First,15.29,1591.0,121.3,5,12.03
411,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Diesel,Automatic,Second,11.74,1796.0,186.0,5,8.5
412,Mini Cooper Convertible S,Mumbai,2014,11900,Diesel,Automatic,First,16.82,1998.0,189.08,4,28.5
413,Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5,5.75
414,Honda Brio S MT,Delhi,2014,30000,Diesel,Manual,Second,19.4,1198.0,86.8,5,3.2
415,Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,Diesel,Automatic,First,21.4,1197.0,83.1,5,9.89
416,Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5,6.58
417,Hyundai EON Era Plus,Kochi,2018,13102,Diesel,Manual,First,21.1,814.0,55.2,5,4.06
418,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5,13.37
419,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5,25.82
420,Maruti Alto 800 LXI,Kochi,2016,34267,Diesel,Manual,First,22.74,796.0,47.3,5,3.74
421,Volvo V40 D3,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5,22.0
422,Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,Diesel,Manual,First,18.9,998.0,67.1,5,1.45
423,Honda City ZX GXi,Kolkata,2008,40000,Diesel,Manual,First,17.7,1497.0,78.0,5,2.0
424,Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5,4.7
425,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,Diesel,Manual,First,13.7,1399.0,98.79,8,3.75
426,Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7,7.7
427,Hyundai EON D Lite,Hyderabad,2014,20600,Diesel,Manual,First,21.1,814.0,55.2,5,2.6
428,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,Diesel,Automatic,First,13.0,1591.0,121.3,5,13.77
429,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Diesel,Manual,Second,16.09,1598.0,103.5,5,7.1
430,Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Diesel,Automatic,Second,12.9,1799.0,130.0,5,2.65
431,Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5,2.5
432,Mahindra XUV500 W8 2WD,Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7,7.53
433,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,Diesel,Manual,First,18.6,1197.0,81.83,5,7.98
434,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5,39.0
435,Maruti Ritz VXi,Chennai,2011,67000,Diesel,Manual,Second,18.5,1197.0,85.8,5,2.25
436,Mitsubishi Cedia Sports,Chennai,2010,66000,Diesel,Manual,Second,13.17,1999.0,114.0,5,3.85
437,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7,13.5
438,Maruti Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5,3.5
439,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5,8.92
440,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5,20.37
441,BMW 3 Series Luxury Line,Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5,36.5
442,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7,48.91
443,Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,Diesel,Manual,First,18.6,1197.0,81.83,5,7.2
444,Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5,5.99
445,Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5,5.25
446,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5,6.5
