,year,kilometers_driven,owner_type,engine,power,seats,price,location_Bangalore,location_Chennai,location_Coimbatore,location_Delhi,location_Hyderabad,location_Jaipur,location_Kochi,location_Kolkata,location_Mumbai,location_Pune,fuel_type_Diesel,transmission_Manual
270,2011,55000.0,1,1497.0,118.0,5,4.21,0,0,0,0,0,1,0,0,0,0,1,1
271,2018,11287.0,1,2967.0,97.7,7,5.75,0,0,0,0,0,0,1,0,0,0,1,0
272,2009,48000.0,2,1896.0,105.0,5,2.95,0,0,0,0,0,0,0,0,1,0,1,0
273,2012,54308.0,1,1591.0,121.3,5,4.28,0,0,0,0,0,0,1,0,0,0,1,1
274,2009,78442.0,1,1497.0,118.0,5,3.57,0,0,0,0,0,1,0,0,0,0,1,0
275,2013,46000.0,1,1396.0,88.8,5,3.11,0,0,0,0,0,0,0,1,0,0,1,1
276,2014,45051.0,1,1396.0,98.6,5,5.96,0,0,1,0,0,0,0,0,0,0,1,0
277,2011,69000.0,1,1598.0,103.6,5,4.7,0,0,0,0,1,0,0,0,0,0,1,1
278,2014,49000.0,1,1497.0,117.3,5,6.9,0,0,0,0,0,0,0,0,0,0,1,1
279,2018,45000.0,1,1248.0,74.0,5,5.25,0,0,0,0,0,0,0,0,0,1,1,1
280,2015,64000.0,1,1995.0,177.0,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
281,2009,60000.0,1,1061.0,67.0,5,1.35,0,0,0,1,0,0,0,0,0,0,1,1
282,2015,62178.0,1,1199.0,88.7,5,4.85,0,0,0,1,0,0,0,0,0,0,1,1
283,2012,58006.0,1,1896.0,105.0,5,6.7,0,0,1,0,0,0,0,0,0,0,1,1
284,2010,74000.0,1,1197.0,78.9,5,3.1,0,0,0,0,1,0,0,0,0,0,1,1
285,2015,77771.0,1,2143.0,170.0,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
286,2012,45275.0,1,1197.0,78.9,5,2.8,0,0,0,0,0,0,0,0,0,1,1,1
287,2016,48000.0,1,2393.0,147.8,7,5.75,0,1,0,0,0,0,0,0,0,0,1,1
288,2015,31652.0,1,1968.0,174.33,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
289,2010,109000.0,2,2494.0,100.6,7,8.26,0,0,0,0,1,0,0,0,0,0,1,1
290,2015,31978.0,1,1198.0,73.9,5,3.89,0,0,0,0,0,0,0,0,1,0,1,1
291,2011,70000.0,1,998.0,67.1,5,2.1,0,0,0,0,1,0,0,0,0,0,1,1
292,2017,15000.0,1,1497.0,117.3,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
293,2013,59138.0,1,1405.0,70.0,5,2.58,0,0,1,0,0,0,0,0,0,0,1,1
294,2014,61726.0,1,1968.0,174.33,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
295,2015,48000.0,1,2143.0,136.0,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
296,2014,77815.0,1,998.0,67.04,5,4.25,0,0,0,0,1,0,0,0,0,0,1,0
297,2017,29000.0,1,2143.0,97.7,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
298,2017,44000.0,1,2179.0,187.7,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
299,2011,108626.0,1,1598.0,103.6,5,3.65,0,0,0,0,1,0,0,0,0,0,1,1
300,2012,71791.0,1,796.0,35.0,5,2.05,0,0,0,0,1,0,0,0,0,0,1,1
301,2012,91931.0,1,1198.0,86.8,5,3.13,0,0,0,0,0,0,1,0,0,0,1,1
302,2014,52609.0,2,2956.0,83.1,7,1.5,0,0,0,0,1,0,0,0,0,0,1,1
303,2012,91183.0,1,1248.0,75.0,5,2.85,0,0,0,0,0,0,0,0,0,1,1,1
304,2012,65000.0,1,998.0,67.1,5,2.65,0,0,0,1,0,0,0,0,0,0,1,1
305,2015,88428.0,1,2179.0,140.0,7,5.75,0,0,0,0,1,0,0,0,0,0,1,1
306,2008,52609.0,2,1396.0,70.0,5,1.25,0,0,0,0,0,0,0,0,0,1,1,1
307,2018,18000.0,1,1373.0,93.7,7,8.25,0,0,0,0,0,0,0,0,1,0,1,1
308,2011,60000.0,1,2354.0,177.6,5,4.45,0,0,0,0,0,0,0,0,1,0,1,0
309,2012,48000.0,1,1248.0,73.9,5,3.7,0,0,0,0,0,0,0,1,0,0,1,1
310,2009,52609.0,1,1399.0,68.0,5,2.8,0,0,0,0,1,0,0,0,0,0,1,1
311,2008,40000.0,1,1497.0,78.0,5,1.8,0,0,0,0,0,0,0,1,0,0,1,1
312,2014,51495.0,1,1968.0,174.33,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
313,2011,30000.0,1,2993.0,97.7,4,5.75,0,0,0,0,0,0,0,0,1,0,1,0
314,2017,97430.0,1,2967.0,97.7,7,5.75,0,0,1,0,0,0,0,0,0,0,1,0
315,2008,42496.0,1,998.0,67.1,5,1.4,0,0,0,0,0,0,0,0,0,1,0,1
316,2012,83000.0,1,1396.0,90.0,5,5.5,0,0,0,0,0,0,0,0,0,1,1,1
317,2009,37000.0,3,1197.0,78.9,5,2.95,1,0,0,0,0,0,0,0,0,0,1,0
318,2016,28503.0,1,1199.0,88.7,5,6.86,0,0,0,0,0,0,1,0,0,0,1,0
319,2015,76496.0,1,1248.0,74.0,5,6.15,0,0,0,0,1,0,0,0,0,0,1,1
320,2011,79152.0,2,1197.0,82.85,5,3.3,0,0,0,0,0,0,0,0,0,1,1,1
321,2011,32000.0,1,1198.0,73.9,5,2.55,0,0,0,0,0,0,0,1,0,0,1,1
322,2009,35000.0,1,796.0,46.3,5,1.5,0,0,0,0,0,0,0,0,0,0,1,1
323,2014,105000.0,2,1794.0,125.0,5,2.5,0,1,0,0,0,0,0,0,0,0,1,0
324,2006,56000.0,2,796.0,46.3,5,1.4,0,1,0,0,0,0,0,0,0,0,1,1
325,2012,73000.0,1,1248.0,88.8,5,3.4,0,0,0,0,0,0,0,0,0,1,1,1
326,2012,38000.0,1,796.0,46.3,5,2.25,0,0,0,0,0,0,0,0,0,1,1,1
327,2013,52609.0,1,1968.0,141.0,5,7.5,0,0,0,0,0,0,0,1,0,0,1,0
328,2008,80000.0,1,1794.0,125.0,5,2.8,0,0,0,0,0,0,0,1,0,0,1,0
329,2016,24973.0,1,1197.0,81.83,5,7.66,0,0,1,0,0,0,0,0,0,0,1,1
330,2016,45000.0,1,1248.0,88.5,5,7.15,0,1,0,0,0,0,0,0,0,0,1,1
331,2010,87430.0,1,1497.0,118.0,5,3.5,0,0,0,1,0,0,0,0,0,0,1,1
332,2014,52609.0,2,1248.0,75.0,5,3.5,0,0,0,0,1,0,0,0,0,0,1,1
333,2013,57000.0,1,1498.0,98.6,5,3.45,0,0,0,0,0,0,0,1,0,0,1,1
334,2016,27904.0,1,814.0,55.2,5,3.55,0,0,1,0,0,0,0,0,0,0,1,1
335,2015,30717.0,2,1995.0,190.0,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
336,2012,80000.0,1,1582.0,126.32,5,5.25,1,0,0,0,0,0,0,0,0,0,1,1
337,2013,47304.0,1,1248.0,88.8,5,2.9,0,0,0,0,0,0,0,0,0,0,1,1
338,2014,100000.0,1,1984.0,97.7,5,2.05,0,0,0,0,0,1,0,0,0,0,1,0
339,2017,30000.0,1,998.0,67.1,5,3.75,0,0,0,0,0,0,0,0,0,1,1,1
340,2014,68000.0,1,1498.0,89.84,5,6.75,0,0,0,0,0,0,0,0,1,0,1,1
341,2011,21000.0,2,995.0,62.0,5,0.95,0,0,0,0,0,0,0,1,0,0,1,1
342,2017,21000.0,1,1999.0,177.0,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
343,2007,119000.0,3,1997.0,141.1,5,3.91,0,0,0,0,0,1,0,0,0,0,1,1
344,2019,13747.0,1,1798.0,177.46,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
345,2009,52609.0,1,1197.0,78.9,5,2.7,0,1,0,0,0,0,0,0,0,0,1,1
346,2013,70000.0,1,1248.0,74.0,5,3.5,0,0,0,1,0,0,0,0,0,0,1,1
347,2016,18000.0,1,1197.0,83.14,5,6.2,0,0,0,0,0,0,0,0,1,0,1,0
348,2011,83000.0,1,1461.0,63.1,5,2.75,0,1,0,0,0,0,0,0,0,0,1,1
349,2015,52604.5,1,1248.0,74.0,5,3.25,0,0,0,0,0,0,0,0,1,0,1,1
350,2012,63400.0,1,1399.0,67.0,5,3.25,0,0,0,0,0,0,0,0,0,1,1,1
351,2014,65000.0,1,993.0,60.0,5,0.65,0,0,0,0,0,0,0,1,0,0,1,1
352,2017,8350.0,1,1998.0,97.7,5,5.75,0,0,0,0,0,0,0,0,0,1,1,1
353,2014,45000.0,1,1364.0,67.05,5,3.25,0,0,0,0,0,0,0,1,0,0,1,1
354,2018,26200.0,1,796.0,47.3,5,2.9,0,0,0,0,0,0,0,1,0,0,1,1
355,2011,11000.0,3,796.0,47.0,5,2.9,1,0,0,0,0,0,0,0,0,0,1,1
356,2009,90000.0,2,2993.0,97.7,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
357,2015,74000.0,2,2496.0,179.5,5,8.25,0,0,0,0,0,0,0,0,1,0,1,0
358,2015,37081.0,1,1197.0,82.0,5,5.77,0,0,1,0,0,0,0,0,0,0,1,0
359,2017,39000.0,1,1248.0,88.5,5,5.75,0,0,0,0,1,0,0,0,0,0,1,1
360,2008,99000.0,3,2967.0,97.7,7,5.75,0,0,0,0,0,0,0,0,1,0,1,0
361,2015,38000.0,1,2143.0,136.0,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
362,2007,72000.0,3,796.0,37.0,4,1.0,0,1,0,0,0,0,0,0,0,0,1,1
363,2015,93000.0,2,1461.0,83.8,5,7.1,0,1,0,0,0,0,0,0,0,0,1,1
364,2017,5900.0,1,1364.0,87.2,5,5.75,0,0,0,0,0,0,0,0,1,0,1,1
365,2014,25000.0,1,2148.0,170.0,5,5.75,0,1,0,0,0,0,0,0,0,0,1,1
366,2010,68000.0,2,1248.0,73.9,5,3.2,0,0,0,0,1,0,0,0,0,0,1,1
367,2017,35676.0,1,1497.0,117.3,7,5.75,0,0,0,0,0,0,1,0,0,0,1,0
368,2015,74310.0,1,1120.0,71.0,5,4.0,0,0,0,0,0,0,1,0,0,0,1,1
369,2014,59364.0,1,2143.0,97.7,5,5.75,0,0,0,0,0,1,0,0,0,0,1,0
370,2014,41380.0,2,1595.0,120.7,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
371,2017,33900.0,1,2143.0,97.7,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
372,2016,28000.0,1,1497.0,117.3,5,8.75,0,0,0,0,0,0,0,0,1,0,1,1
373,2011,93982.0,1,1497.0,118.0,5,3.75,0,1,0,0,0,0,0,0,0,0,1,1
374,2010,95000.0,1,1599.0,103.2,5,2.5,0,0,0,0,0,0,0,0,0,1,1,1
375,2017,9000.0,1,1999.0,97.7,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
376,2015,52516.0,1,1198.0,86.7,5,4.65,0,0,0,1,0,0,0,0,0,0,1,1
377,2015,20000.0,1,1598.0,122.0,4,5.75,1,0,0,0,0,0,0,0,0,0,1,0
378,2017,56451.0,1,2987.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
379,2014,37000.0,1,814.0,55.2,5,3.25,0,1,0,0,0,0,0,0,0,0,1,1
380,2014,17400.0,1,998.0,67.04,5,3.1,0,0,0,0,0,0,0,1,0,0,1,1
381,2011,90207.0,1,1248.0,73.9,5,3.91,0,0,1,0,0,0,0,0,0,0,1,1
382,2011,89616.0,1,1995.0,181.0,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
383,2014,85000.0,1,2179.0,138.03,5,3.5,0,0,0,0,0,0,0,0,0,1,1,1
384,2014,79271.0,1,1968.0,143.0,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
385,2012,56000.0,1,2179.0,187.7,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
386,2010,85001.0,2,2987.0,97.7,7,5.75,0,0,0,0,0,0,0,0,0,1,1,0
387,2018,12000.0,1,2477.0,175.56,7,5.75,0,0,0,0,1,0,0,0,0,0,1,0
388,2010,52604.5,1,796.0,46.3,5,0.92,0,0,0,0,0,1,0,0,0,0,1,1
389,2013,53000.0,1,1061.0,64.0,5,2.75,0,0,0,0,0,0,0,0,0,1,1,1
390,2017,34990.0,1,2179.0,187.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
391,2011,49768.0,2,1591.0,121.3,5,4.95,0,0,0,0,0,0,0,0,0,1,1,1
392,2013,56000.0,1,2993.0,97.7,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
393,2013,75000.0,1,2993.0,97.7,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
394,2010,57000.0,1,1798.0,157.75,5,7.25,0,0,0,0,1,0,0,0,0,0,1,0
395,2017,37542.0,1,1968.0,174.33,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
396,2014,95649.0,1,2179.0,187.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
397,2013,35299.0,1,2143.0,170.0,5,5.75,0,0,0,0,0,1,0,0,0,0,1,0
398,2017,28464.0,1,2179.0,120.0,7,5.75,0,0,0,0,0,0,1,0,0,0,1,1
399,2015,41000.0,1,1995.0,190.0,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
400,2017,9000.0,1,1497.0,117.3,7,8.5,0,0,0,0,0,0,0,0,0,1,1,1
401,2010,92098.0,2,2400.0,97.7,5,7.25,0,1,0,0,0,0,0,0,0,0,1,0
402,2014,5834.0,1,1495.0,94.0,5,0.8,0,0,0,0,0,0,0,0,0,1,1,1
403,2017,40250.0,1,1197.0,81.86,5,6.9,0,0,0,0,0,1,0,0,0,0,1,1
404,2018,22397.0,1,2996.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
405,2015,20800.0,2,814.0,55.2,5,2.25,0,0,0,0,0,0,0,1,0,0,1,1
406,2018,40322.0,1,1197.0,81.86,5,5.5,0,0,0,0,0,0,1,0,0,0,1,1
407,2013,52576.0,1,1493.0,100.0,5,4.35,0,0,0,0,0,0,0,0,1,0,1,1
408,2010,55000.0,1,1198.0,73.9,5,2.25,0,0,0,0,0,0,0,1,0,0,1,1
409,2016,47000.0,1,1798.0,187.74,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
410,2017,23163.0,1,1591.0,121.3,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
411,2011,50000.0,2,1796.0,186.0,5,8.5,0,0,0,0,0,0,0,0,1,0,1,0
412,2014,11900.0,1,1998.0,189.08,4,5.75,0,0,0,0,0,0,0,0,1,0,1,0
413,2013,37000.0,1,1364.0,67.04,5,5.75,1,0,0,0,0,0,0,0,0,0,1,1
414,2014,30000.0,2,1198.0,86.8,5,3.2,0,0,0,1,0,0,0,0,0,0,1,1
415,2018,12831.0,1,1197.0,83.1,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
416,2012,52609.0,1,1968.0,138.1,5,6.58,0,0,1,0,0,0,0,0,0,0,1,0
417,2018,13102.0,1,814.0,55.2,5,4.06,0,0,0,0,0,0,1,0,0,0,1,1
418,2019,24950.0,1,1461.0,108.45,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
419,2011,57832.0,1,2993.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
420,2016,34267.0,1,796.0,47.3,5,3.74,0,0,0,0,0,0,1,0,0,0,1,1
421,2015,33000.0,2,1984.0,150.0,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
422,2007,55100.0,1,998.0,67.1,5,1.45,0,0,0,0,0,0,0,0,0,0,1,1
423,2008,40000.0,1,1497.0,78.0,5,2.0,0,0,0,0,0,0,0,1,0,0,1,1
424,2017,31841.0,1,1196.0,73.0,5,4.7,0,0,0,0,0,0,1,0,0,0,0,1
425,2014,15000.0,1,1399.0,98.79,8,3.75,0,0,0,0,0,0,0,1,0,0,1,1
426,2016,82756.0,1,2523.0,62.1,7,7.7,0,0,1,0,0,0,0,0,0,0,1,1
427,2014,20600.0,1,814.0,55.2,5,2.6,0,0,0,0,1,0,0,0,0,0,1,1
428,2017,29952.0,1,1591.0,121.3,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
429,2017,15000.0,2,1598.0,103.5,5,7.1,0,0,0,0,0,0,0,0,1,0,1,1
430,2008,61938.0,2,1799.0,130.0,5,2.65,0,0,0,0,0,0,0,0,0,1,1,0
431,2014,67000.0,1,1248.0,74.0,5,2.5,0,0,0,0,1,0,0,0,0,0,1,1
432,2013,61672.0,1,2179.0,140.0,7,7.53,0,0,0,0,0,0,1,0,0,0,1,1
433,2017,26185.0,1,1197.0,81.83,5,7.98,0,0,1,0,0,0,0,0,0,0,1,1
434,2014,38000.0,2,1968.0,174.3,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
435,2011,67000.0,2,1197.0,85.8,5,2.25,0,1,0,0,0,0,0,0,0,0,1,1
436,2010,66000.0,2,1999.0,114.0,5,3.85,0,1,0,0,0,0,0,0,0,0,1,1
437,2015,80883.0,1,2494.0,102.0,7,5.75,0,0,0,0,1,0,0,0,0,0,1,1
438,2016,80219.0,1,793.0,47.0,5,3.5,0,0,0,0,1,0,0,0,0,0,1,1
439,2018,12923.0,1,1248.0,88.5,5,8.92,0,0,0,1,0,0,0,0,0,0,1,1
440,2016,86642.0,1,1968.0,181.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
441,2016,19235.0,1,1995.0,190.0,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
442,2016,51002.0,1,1495.5,97.7,7,5.75,0,0,1,0,0,0,0,0,0,0,1,0
443,2016,6800.0,1,1197.0,81.83,5,7.2,0,0,0,0,0,0,0,0,0,1,1,1
444,2012,82749.0,1,1461.0,108.45,5,5.99,0,0,0,0,1,0,0,0,0,0,1,1
445,2016,51000.0,1,1120.0,71.0,5,5.25,0,0,0,0,0,0,0,0,0,1,1,1
446,2014,31465.0,1,1498.0,89.84,5,6.5,0,0,0,1,0,0,0,0,0,0,1,1
447,2013,76476.0,1,1198.0,73.9,5,4.4,0,0,0,0,1,0,0,0,0,0,1,1
448,2017,14000.0,1,1120.0,70.0,5,4.6,0,0,0,0,0,0,0,1,0,0,1,1
449,2013,47000.0,1,1248.0,88.8,5,2.95,0,0,0,0,0,0,0,0,0,0,1,1
450,2011,48466.0,1,1497.0,118.0,5,3.26,0,0,0,0,0,0,0,1,0,0,1,1
451,2008,46000.0,2,1086.0,62.1,5,2.22,1,0,0,0,0,0,0,0,0,0,1,1
452,2012,52609.0,1,2494.0,100.0,7,5.75,0,0,0,0,1,0,0,0,0,0,1,1
453,2017,25142.0,1,1248.0,88.5,5,8.26,0,0,1,0,0,0,0,0,0,0,1,1
454,2013,69000.0,1,2982.0,169.0,7,5.75,0,0,0,1,0,0,0,0,0,0,1,1
455,2018,26405.0,1,1950.0,97.7,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
456,2014,45000.0,1,2148.0,170.0,5,5.75,0,1,0,0,0,0,0,0,0,0,1,1
457,2012,64284.0,1,1968.0,108.49,5,5.5,0,0,0,0,0,0,0,1,0,0,1,1
458,2015,27000.0,1,1197.0,82.0,5,4.5,0,0,0,1,0,0,0,0,0,0,1,1
459,2018,3678.0,1,1196.0,86.8,5,6.8,0,0,0,0,1,0,0,0,0,0,1,1
460,2013,21000.0,1,1395.0,138.02,5,8.75,0,0,0,0,0,0,0,0,1,0,1,1
461,2015,67000.0,2,1461.0,83.8,5,7.0,0,0,0,0,0,0,0,0,1,0,1,1
462,2015,24000.0,2,1999.0,177.0,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
463,2011,75000.0,2,1399.0,68.0,5,2.25,0,1,0,0,0,0,0,0,0,0,1,1
464,2008,52609.0,2,2953.0,156.0,7,4.24,0,0,0,0,1,0,0,0,0,0,1,0
465,2017,47198.0,1,2982.0,168.5,7,5.75,0,0,1,0,0,0,0,0,0,0,1,1
466,2012,52000.0,1,1199.0,73.9,5,2.75,0,0,0,0,0,0,0,1,0,0,1,1
467,2011,91000.0,1,1248.0,73.94,5,3.0,0,0,0,0,0,1,0,0,0,0,1,1
468,2013,60000.0,1,1461.0,63.1,5,3.55,0,0,0,0,0,0,0,0,0,1,1,1
469,2013,37873.0,1,1582.0,126.32,5,4.8,0,0,0,0,0,0,0,1,0,0,1,1
470,2011,31000.0,1,2497.0,150.0,5,5.75,0,0,0,0,0,0,0,1,0,0,1,0
471,2017,52604.5,1,2987.0,97.7,7,5.75,0,0,0,0,0,0,0,0,0,1,1,0
472,2014,78000.0,1,2354.0,187.4,5,3.99,0,0,0,0,1,0,0,0,0,0,1,0
473,2016,32000.0,1,1582.0,126.2,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
474,2010,59000.0,2,1086.0,68.05,5,2.32,0,0,0,0,0,1,0,0,0,0,1,1
475,2016,35437.0,1,2143.0,136.0,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
476,2014,98000.0,1,1373.0,93.7,7,5.5,0,0,0,0,0,1,0,0,0,0,1,1
477,2006,72000.0,2,1896.0,66.0,5,3.2,0,1,0,0,0,0,0,0,0,0,1,1
478,2015,79000.0,1,1198.0,86.7,5,4.0,0,0,0,0,0,0,0,0,0,1,1,1
479,2014,29000.0,1,993.0,60.0,5,1.6,0,1,0,0,0,0,0,0,0,0,1,1
480,2013,66012.0,1,1586.0,103.3,5,4.15,0,0,0,0,0,0,1,0,0,0,1,1
481,2014,35000.0,1,1198.0,86.8,5,4.25,0,0,0,0,0,0,0,0,1,0,1,0
482,2011,75000.0,1,998.0,67.1,5,2.6,0,0,0,0,0,0,0,0,0,0,1,1
483,2008,80000.0,2,2362.0,164.7,5,3.43,0,0,0,0,0,0,0,0,1,0,1,0
484,2012,32717.0,1,1199.0,79.4,5,2.55,0,0,0,0,0,0,1,0,0,0,1,1
485,2017,25000.0,1,2982.0,168.5,7,5.75,0,0,0,1,0,0,0,0,0,0,1,0
486,2014,79000.0,1,1498.0,89.84,5,6.25,0,0,0,0,0,0,0,0,1,0,1,1
487,2010,86000.0,2,1248.0,75.0,5,3.6,0,0,0,0,1,0,0,0,0,0,1,1
488,2010,52609.0,1,2987.0,97.7,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
489,2015,25000.0,2,1497.0,117.3,7,4.25,0,0,0,0,0,0,0,0,1,0,1,1
490,2017,8500.0,2,1197.0,82.0,5,4.8,0,0,0,0,0,0,0,0,1,0,1,1
491,2015,34000.0,1,2179.0,140.0,7,5.75,1,0,0,0,0,0,0,0,0,0,1,0
492,2012,41629.0,2,1598.0,105.0,5,2.25,0,0,0,0,0,0,0,0,0,1,1,1
493,2009,80227.0,1,1086.0,62.1,5,2.3,0,0,0,0,1,0,0,0,0,0,1,1
494,2019,8587.0,1,1591.0,121.3,5,5.75,0,0,0,0,0,0,1,0,0,0,1,1
495,2017,30000.0,1,1997.0,120.0,7,5.75,0,0,0,1,0,0,0,0,0,0,1,1
496,2013,64186.0,1,1598.0,103.5,5,3.76,0,0,0,0,0,0,0,0,0,1,1,1
497,2015,76427.0,1,1461.0,108.45,5,8.58,0,0,1,0,0,0,0,0,0,0,1,1
498,2011,75000.0,1,2993.0,97.7,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
499,2013,27075.0,1,1496.0,88.73,5,4.95,0,0,1,0,0,0,0,0,0,0,1,1
500,2012,30000.0,1,998.0,67.04,5,3.3,0,0,0,0,0,0,0,0,0,0,1,1
501,2016,69434.0,1,1591.0,121.3,5,8.0,0,1,0,0,0,0,0,0,0,0,1,1
502,2014,56000.0,1,998.0,67.04,5,2.79,0,0,0,0,0,1,0,0,0,0,1,1
503,2017,49275.0,1,2179.0,187.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
504,2014,8700.0,1,1199.0,76.8,5,2.55,0,0,0,0,0,0,0,0,0,1,1,1
505,2014,18000.0,2,624.0,37.5,4,1.0,0,0,0,0,0,0,0,0,0,0,1,1
506,2017,41041.0,1,1968.0,174.33,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
507,2009,80464.0,2,2987.0,97.7,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
508,2019,20667.0,1,1197.0,81.8,5,6.37,0,0,0,0,0,0,1,0,0,0,1,1
509,2013,60283.0,1,1368.0,112.0,5,2.98,0,0,1,0,0,0,0,0,0,0,1,1
510,2017,31696.0,1,1197.0,81.8,5,5.75,0,0,0,0,0,0,1,0,0,0,1,1
511,2010,100000.0,1,2982.0,171.0,7,5.75,0,0,0,0,1,0,0,0,0,0,1,1
512,2014,13361.0,1,1373.0,93.7,7,6.8,0,0,0,0,0,0,0,0,1,0,1,1
513,2010,48394.0,1,1995.0,154.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
514,2014,47399.0,1,1373.0,93.7,7,5.6,0,0,0,0,0,1,0,0,0,0,1,1
515,2010,69000.0,2,1497.0,118.0,5,2.85,0,0,0,0,0,0,0,0,1,0,1,0
516,2013,65278.0,1,2199.0,97.7,7,8.36,0,0,1,0,0,0,0,0,0,0,1,1
517,2014,108000.0,1,1405.0,70.0,5,1.0,0,0,0,0,0,1,0,0,0,0,1,1
518,2010,50645.0,2,2497.0,97.7,5,5.75,0,0,0,0,0,0,0,1,0,0,1,0
519,2011,52604.5,1,1248.0,73.9,5,3.85,0,0,0,0,1,0,0,0,0,0,1,1
520,2012,107000.0,1,1399.0,67.0,5,3.0,0,0,0,0,1,0,0,0,0,0,1,1
521,2015,41950.0,1,1497.0,117.3,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
522,2012,109000.0,1,2982.0,168.5,7,5.75,0,0,0,1,0,0,0,0,0,0,1,1
523,2016,9000.0,1,1198.0,86.7,5,5.75,0,0,0,0,0,0,0,0,1,0,1,1
524,2014,43900.0,1,1396.0,88.73,5,6.75,0,0,0,1,0,0,0,0,0,0,1,1
525,2013,64000.0,2,1248.0,73.8,7,4.85,1,0,0,0,0,0,0,0,0,0,1,1
526,2019,13190.0,1,1950.0,181.43,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
527,2009,77652.0,1,1586.0,103.2,5,2.85,0,0,0,0,0,0,0,0,1,0,1,0
528,2012,55000.0,1,2494.0,100.0,7,5.75,0,0,0,0,0,0,0,0,1,0,1,1
529,2012,59900.0,2,1995.0,177.0,5,5.75,0,0,0,0,0,0,0,0,0,0,1,0
530,2015,73539.0,1,1461.0,108.45,5,6.75,0,0,0,1,0,0,0,0,0,0,1,1
531,2017,31645.0,1,1995.0,190.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
532,2009,69690.0,1,1497.0,78.0,5,3.29,0,0,0,0,0,0,1,0,0,0,1,1
533,2016,41000.0,1,1248.0,88.5,5,5.75,0,0,0,1,0,0,0,0,0,0,1,1
534,2010,109200.0,2,1298.0,85.8,5,2.2,0,0,0,0,0,0,0,0,0,1,1,1
535,2012,80000.0,1,2179.0,140.0,7,6.5,0,0,0,0,0,0,0,0,0,1,1,1
536,2007,51000.0,1,1799.0,130.0,5,4.9,0,0,0,0,0,0,0,0,0,0,1,1
537,2013,105000.0,2,1248.0,88.5,7,6.75,0,0,0,0,0,0,0,0,0,1,1,1
538,2013,52609.0,1,1364.0,67.04,5,3.8,0,1,0,0,0,0,0,0,0,0,1,1
539,2013,12100.0,1,1984.0,97.7,2,5.75,0,0,0,1,0,0,0,0,0,0,1,0
540,2017,31000.0,1,1498.0,108.4,5,5.75,0,0,0,0,1,0,0,0,0,0,1,1
541,2015,50000.0,1,1498.0,88.8,5,6.2,0,0,0,0,1,0,0,0,0,0,1,1
