,datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,year,month,day
843,2011-02-18 14:00:00,Winter,0,1.0,Clear,27.06,36.0,19.9995,73,118,191,2011,2,Friday
849,2011-02-18 20:00:00,Winter,0,1.0,Clear,24.6,31.0,12.998,19,105,124,2011,2,Friday
855,2011-02-19 02:00:00,Winter,1,0.0,Clear,18.04,13.0,26.0027,3,14,17,2011,2,Saturday
857,2011-02-19 04:00:00,Winter,1,0.0,Clear,16.4,15.0,22.0028,0,3,3,2011,2,Saturday
861,2011-02-19 08:00:00,Winter,1,0.0,Clear,15.58,17.0,39.0007,9,36,45,2011,2,Saturday
868,2011-02-19 15:00:00,Winter,1,1.0,Clear,18.04,16.0,50.0021,84,87,171,2011,2,Saturday
870,2011-02-19 17:00:00,Winter,1,0.0,Clear,17.22,19.0,40.9973,36,91,127,2011,2,Saturday
871,2011-02-19 18:00:00,Winter,1,0.0,Clear,14.76,25.0,30.0026,21,67,88,2011,2,Saturday
892,2011-03-01 15:00:00,Spring,0,1.0,Clear,13.94,34.0,0.0,7,57,64,2011,3,Tuesday
904,2011-03-02 03:00:00,Spring,0,1.0,Clear,9.02,69.0,19.0012,3,1,4,2011,3,Wednesday
912,2011-03-02 11:00:00,Spring,0,1.0,Clear,13.94,53.0,22.0028,8,65,73,2011,3,Wednesday
915,2011-03-02 14:00:00,Spring,0,1.0,Clear,21.32,23.0,19.9995,21,75,96,2011,3,Wednesday
919,2011-03-02 18:00:00,Spring,0,1.0,Clear,18.86,23.0,32.9975,8,193,201,2011,3,Wednesday
921,2011-03-02 20:00:00,Spring,0,1.0,Clear,14.76,29.0,27.9993,9,86,95,2011,3,Wednesday
930,2011-03-03 05:00:00,Spring,0,1.0,Clear,5.74,33.0,19.9995,1,7,8,2011,3,Thursday
934,2011-03-03 09:00:00,Spring,0,1.0,Clear,6.56,37.0,19.0012,10,135,145,2011,3,Thursday
935,2011-03-03 10:00:00,Spring,0,1.0,Clear,7.38,29.0,12.998,7,49,56,2011,3,Thursday
940,2011-03-03 15:00:00,Spring,0,1.0,Clear,9.84,23.0,0.0,6,62,68,2011,3,Thursday
942,2011-03-03 17:00:00,Spring,0,1.0,Clear,10.66,22.0,0.0,17,185,202,2011,3,Thursday
946,2011-03-03 21:00:00,Spring,0,1.0,Clear,7.38,40.0,7.0015,3,48,51,2011,3,Thursday
948,2011-03-03 23:00:00,Spring,0,1.0,Mist,7.38,43.0,6.0032,0,23,23,2011,3,Thursday
955,2011-03-04 06:00:00,Spring,0,1.0,Mist,6.56,74.0,6.0032,1,28,29,2011,3,Friday
958,2011-03-04 09:00:00,Spring,0,1.0,Clear,9.02,60.0,8.9981,12,138,150,2011,3,Friday
963,2011-03-04 14:00:00,Spring,0,1.0,Clear,14.76,40.0,19.0012,30,65,95,2011,3,Friday
965,2011-03-04 16:00:00,Spring,0,1.0,Clear,14.76,46.0,12.998,17,101,118,2011,3,Friday
966,2011-03-04 17:00:00,Spring,0,1.0,Mist,14.76,50.0,16.9979,22,206,228,2011,3,Friday
972,2011-03-04 23:00:00,Spring,0,1.0,Mist,12.3,75.0,11.0014,6,40,46,2011,3,Friday
975,2011-03-05 02:00:00,Spring,1,0.0,Mist,12.3,87.0,12.998,5,15,20,2011,3,Saturday
979,2011-03-05 06:00:00,Spring,1,0.0,Mist,12.3,100.0,15.0013,1,3,4,2011,3,Saturday
986,2011-03-05 13:00:00,Spring,1,0.0,Mist,18.86,67.0,19.0012,60,130,190,2011,3,Saturday
987,2011-03-05 14:00:00,Spring,1,0.0,Mist,19.68,59.0,19.0012,80,118,198,2011,3,Saturday
990,2011-03-05 17:00:00,Spring,1,0.0,Mist,19.68,59.0,23.9994,60,104,164,2011,3,Saturday
997,2011-03-06 00:00:00,Spring,1,0.0,Mist,17.22,77.0,23.9994,11,41,52,2011,3,Sunday
1007,2011-03-06 11:00:00,Spring,1,0.0,Mist,17.22,100.0,15.0013,18,44,62,2011,3,Sunday
1012,2011-03-06 16:00:00,Spring,1,0.0,Rainy,14.76,100.0,19.0012,3,8,11,2011,3,Sunday
1015,2011-03-06 19:00:00,Spring,1,0.0,Rainy,12.3,100.0,32.9975,0,11,11,2011,3,Sunday
1016,2011-03-06 20:00:00,Spring,1,0.0,Rainy,11.48,100.0,27.9993,3,8,11,2011,3,Sunday
1019,2011-03-06 23:00:00,Spring,1,0.0,Mist,9.02,100.0,27.9993,0,9,9,2011,3,Sunday
1021,2011-03-07 01:00:00,Spring,0,1.0,Rainy,8.2,100.0,22.0028,0,2,2,2011,3,Monday
1023,2011-03-07 04:00:00,Spring,0,1.0,Clear,8.2,80.0,35.0008,1,0,1,2011,3,Monday
1032,2011-03-07 13:00:00,Spring,0,1.0,Clear,13.12,36.0,26.0027,16,54,70,2011,3,Monday
1035,2011-03-07 16:00:00,Spring,0,1.0,Clear,13.94,31.0,23.9994,26,96,122,2011,3,Monday
1039,2011-03-07 20:00:00,Spring,0,1.0,Clear,12.3,33.0,11.0014,5,87,92,2011,3,Monday
1047,2011-03-08 04:00:00,Spring,0,1.0,Clear,9.02,64.0,0.0,0,2,2,2011,3,Tuesday
1048,2011-03-08 05:00:00,Spring,0,1.0,Clear,8.2,69.0,7.0015,2,8,10,2011,3,Tuesday
1053,2011-03-08 10:00:00,Spring,0,1.0,Mist,12.3,33.0,12.998,25,46,71,2011,3,Tuesday
1056,2011-03-08 13:00:00,Spring,0,1.0,Mist,15.58,25.0,7.0015,25,73,98,2011,3,Tuesday
1067,2011-03-09 00:00:00,Spring,0,1.0,Clear,10.66,65.0,6.0032,0,9,9,2011,3,Wednesday
1079,2011-03-09 12:00:00,Spring,0,1.0,Mist,13.12,76.0,16.9979,14,84,98,2011,3,Wednesday
1083,2011-03-09 16:00:00,Spring,0,1.0,Mist,13.94,76.0,22.0028,10,102,112,2011,3,Wednesday
1091,2011-03-10 00:00:00,Spring,0,1.0,Rainy,13.94,0.0,16.9979,3,0,3,2011,3,Thursday
1093,2011-03-10 02:00:00,Spring,0,1.0,Rainy,13.94,0.0,16.9979,0,1,1,2011,3,Thursday
1096,2011-03-10 07:00:00,Spring,0,1.0,Rainy,15.58,0.0,15.0013,1,36,37,2011,3,Thursday
1099,2011-03-10 10:00:00,Spring,0,1.0,Rainy,16.4,0.0,11.0014,0,17,17,2011,3,Thursday
1100,2011-03-10 11:00:00,Spring,0,1.0,Rainy,16.4,0.0,16.9979,6,5,11,2011,3,Thursday
1106,2011-03-10 17:00:00,Spring,0,1.0,Mist,18.04,0.0,26.0027,2,109,111,2011,3,Thursday
1108,2011-03-10 19:00:00,Spring,0,1.0,Rainy,18.04,0.0,39.0007,5,51,56,2011,3,Thursday
1113,2011-03-11 00:00:00,Spring,0,1.0,Mist,13.94,100.0,6.0032,0,6,6,2011,3,Friday
1117,2011-03-11 05:00:00,Spring,0,1.0,Clear,12.3,81.0,15.0013,1,6,7,2011,3,Friday
1126,2011-03-11 14:00:00,Spring,0,1.0,Mist,14.76,50.0,23.9994,25,64,89,2011,3,Friday
1130,2011-03-11 18:00:00,Spring,0,1.0,Clear,13.12,49.0,22.0028,19,134,153,2011,3,Friday
1132,2011-03-11 20:00:00,Spring,0,1.0,Clear,12.3,56.0,11.0014,6,70,76,2011,3,Friday
1144,2011-03-12 08:00:00,Spring,1,0.0,Clear,10.66,65.0,11.0014,9,44,53,2011,3,Saturday
1146,2011-03-12 10:00:00,Spring,1,0.0,Clear,13.12,66.0,15.0013,21,78,99,2011,3,Saturday
1152,2011-03-12 16:00:00,Spring,1,0.0,Clear,18.86,41.0,30.0026,100,144,244,2011,3,Saturday
1153,2011-03-12 17:00:00,Spring,1,1.0,Clear,18.86,44.0,22.0028,99,114,213,2011,3,Saturday
1154,2011-03-12 18:00:00,Spring,1,0.0,Clear,17.22,54.0,11.0014,54,91,145,2011,3,Saturday
1157,2011-03-12 21:00:00,Spring,1,0.0,Clear,15.58,62.0,0.0,36,46,82,2011,3,Saturday
1159,2011-03-12 23:00:00,Spring,1,0.0,Clear,15.58,66.0,6.0032,11,38,49,2011,3,Saturday
1170,2011-03-13 11:00:00,Spring,1,0.0,Clear,18.04,41.0,27.9993,88,93,181,2011,3,Sunday
1181,2011-03-13 22:00:00,Spring,1,0.0,Clear,12.3,56.0,22.0028,8,29,37,2011,3,Sunday
1183,2011-03-14 00:00:00,Spring,0,1.0,Clear,10.66,65.0,7.0015,4,7,11,2011,3,Monday
1187,2011-03-14 05:00:00,Spring,0,1.0,Clear,9.84,70.0,8.9981,0,8,8,2011,3,Monday
1188,2011-03-14 06:00:00,Spring,0,1.0,Clear,10.66,65.0,8.9981,1,27,28,2011,3,Monday
1193,2011-03-14 11:00:00,Spring,0,1.0,Clear,14.76,40.0,16.9979,26,45,71,2011,3,Monday
1194,2011-03-14 12:00:00,Spring,0,1.0,Clear,15.58,37.0,0.0,40,54,94,2011,3,Monday
1196,2011-03-14 14:00:00,Spring,0,1.0,Mist,15.58,34.0,0.0,27,52,79,2011,3,Monday
1197,2011-03-14 15:00:00,Spring,0,1.0,Clear,15.58,37.0,11.0014,24,77,101,2011,3,Monday
1205,2011-03-14 23:00:00,Spring,0,1.0,Clear,13.12,53.0,0.0,2,17,19,2011,3,Monday
1209,2011-03-15 04:00:00,Spring,0,1.0,Clear,9.84,75.0,6.0032,1,1,2,2011,3,Tuesday
1211,2011-03-15 06:00:00,Spring,0,1.0,Clear,9.02,80.0,12.998,3,32,35,2011,3,Tuesday
1212,2011-03-15 07:00:00,Spring,0,1.0,Clear,9.84,75.0,11.0014,10,109,119,2011,3,Tuesday
1217,2011-03-15 12:00:00,Spring,0,1.0,Mist,14.76,50.0,15.0013,32,70,102,2011,3,Tuesday
1218,2011-03-15 13:00:00,Spring,0,1.0,Mist,14.76,57.0,19.0012,23,74,97,2011,3,Tuesday
1220,2011-03-15 15:00:00,Spring,0,1.0,Mist,15.58,43.0,19.0012,24,66,90,2011,3,Tuesday
1221,2011-03-15 16:00:00,Spring,0,1.0,Mist,15.58,46.0,22.0028,21,93,114,2011,3,Tuesday
1223,2011-03-15 18:00:00,Spring,0,1.0,Mist,14.76,62.0,19.9995,18,207,225,2011,3,Tuesday
1228,2011-03-15 23:00:00,Spring,0,1.0,Mist,13.12,87.0,11.0014,1,17,18,2011,3,Tuesday
1230,2011-03-16 01:00:00,Spring,0,1.0,Rainy,12.3,100.0,19.9995,1,2,3,2011,3,Wednesday
1231,2011-03-16 03:00:00,Spring,0,1.0,Mist,11.48,100.0,15.0013,1,2,3,2011,3,Wednesday
1236,2011-03-16 08:00:00,Spring,0,1.0,Mist,13.12,93.0,0.0,26,227,253,2011,3,Wednesday
1244,2011-03-16 16:00:00,Spring,0,1.0,Mist,16.4,76.0,11.0014,30,121,151,2011,3,Wednesday
1249,2011-03-16 21:00:00,Spring,0,1.0,Mist,17.22,58.0,19.0012,3,75,78,2011,3,Wednesday
1252,2011-03-17 00:00:00,Spring,0,1.0,Clear,15.58,66.0,16.9979,4,19,23,2011,3,Thursday
1254,2011-03-17 02:00:00,Spring,0,1.0,Clear,13.94,71.0,19.9995,3,5,8,2011,3,Thursday
1262,2011-03-17 10:00:00,Spring,0,1.0,Clear,18.04,54.0,22.0028,9,69,78,2011,3,Thursday
1273,2011-03-17 21:00:00,Spring,0,1.0,Clear,17.22,62.0,15.0013,19,119,138,2011,3,Thursday
1275,2011-03-17 23:00:00,Spring,0,1.0,Clear,17.22,62.0,19.0012,7,43,50,2011,3,Thursday
1294,2011-03-18 19:00:00,Spring,0,1.0,Clear,27.06,44.0,8.9981,58,132,190,2011,3,Friday
1296,2011-03-18 21:00:00,Spring,0,1.0,Clear,25.42,46.0,7.0015,22,91,113,2011,3,Friday
1301,2011-03-19 02:00:00,Spring,1,0.0,Mist,22.96,43.0,15.0013,5,20,25,2011,3,Saturday
1307,2011-03-19 08:00:00,Spring,1,0.0,Clear,17.22,47.0,32.9975,11,37,48,2011,3,Saturday
1308,2011-03-19 09:00:00,Spring,1,1.0,Clear,17.22,44.0,31.0009,35,41,76,2011,3,Saturday
1309,2011-03-19 10:00:00,Spring,1,0.0,Clear,18.04,38.0,27.9993,55,85,140,2011,3,Saturday
1323,2011-04-01 00:00:00,Spring,0,1.0,Rainy,10.66,100.0,11.0014,0,6,6,2011,4,Friday
1329,2011-04-01 06:00:00,Spring,0,1.0,Rainy,9.84,93.0,15.0013,2,26,28,2011,4,Friday
1330,2011-04-01 07:00:00,Spring,0,1.0,Rainy,9.84,93.0,0.0,4,91,95,2011,4,Friday
1331,2011-04-01 08:00:00,Spring,0,1.0,Mist,10.66,87.0,16.9979,8,198,206,2011,4,Friday
1334,2011-04-01 11:00:00,Spring,0,1.0,Clear,13.12,61.0,23.9994,17,72,89,2011,4,Friday
1336,2011-04-01 13:00:00,Spring,0,1.0,Clear,14.76,50.0,23.9994,18,92,110,2011,4,Friday
1343,2011-04-01 20:00:00,Spring,0,1.0,Clear,13.12,53.0,12.998,2,75,77,2011,4,Friday
1346,2011-04-01 23:00:00,Spring,0,1.0,Clear,12.3,61.0,6.0032,12,41,53,2011,4,Friday
1352,2011-04-02 05:00:00,Spring,1,0.0,Mist,9.84,75.0,11.0014,1,4,5,2011,4,Saturday
1355,2011-04-02 08:00:00,Spring,1,0.0,Clear,12.3,70.0,7.0015,10,45,55,2011,4,Saturday
1357,2011-04-02 10:00:00,Spring,1,0.0,Mist,14.76,57.0,11.0014,41,113,154,2011,4,Saturday
1359,2011-04-02 12:00:00,Spring,1,1.0,Rainy,13.12,81.0,8.9981,84,100,184,2011,4,Saturday
1361,2011-04-02 14:00:00,Spring,1,0.0,Rainy,13.12,76.0,22.0028,97,93,190,2011,4,Saturday
1362,2011-04-02 15:00:00,Spring,1,0.0,Rainy,13.94,76.0,26.0027,72,64,136,2011,4,Saturday
1363,2011-04-02 16:00:00,Spring,1,1.0,Clear,15.58,62.0,22.0028,111,85,196,2011,4,Saturday
1365,2011-04-02 18:00:00,Spring,1,0.0,Clear,15.58,54.0,12.998,69,110,179,2011,4,Saturday
1369,2011-04-02 22:00:00,Spring,1,0.0,Clear,13.12,61.0,19.9995,14,41,55,2011,4,Saturday
1371,2011-04-03 00:00:00,Spring,1,1.0,Clear,12.3,65.0,12.998,8,31,39,2011,4,Sunday
1376,2011-04-03 05:00:00,Spring,1,0.0,Clear,11.48,65.0,15.0013,1,4,5,2011,4,Sunday
1378,2011-04-03 07:00:00,Spring,1,0.0,Clear,13.12,57.0,15.0013,13,20,33,2011,4,Sunday
1381,2011-04-03 10:00:00,Spring,1,0.0,Clear,16.4,43.0,27.9993,111,104,215,2011,4,Sunday
1395,2011-04-04 00:00:00,Spring,0,1.0,Clear,16.4,50.0,15.0013,1,5,6,2011,4,Monday
1399,2011-04-04 04:00:00,Spring,0,1.0,Clear,15.58,71.0,19.9995,1,1,2,2011,4,Monday
1402,2011-04-04 07:00:00,Spring,0,1.0,Mist,18.04,54.0,16.9979,7,150,157,2011,4,Monday
1408,2011-04-04 13:00:00,Spring,0,1.0,Clear,27.88,34.0,22.0028,47,92,139,2011,4,Monday
1411,2011-04-04 16:00:00,Spring,0,1.0,Clear,31.16,22.0,35.0008,59,130,189,2011,4,Monday
1412,2011-04-04 17:00:00,Spring,0,1.0,Clear,30.34,23.0,40.9973,83,283,366,2011,4,Monday
1414,2011-04-04 19:00:00,Spring,0,1.0,Clear,28.7,24.0,31.0009,51,227,278,2011,4,Monday
1421,2011-04-05 02:00:00,Spring,0,1.0,Mist,22.14,73.0,22.0028,0,5,5,2011,4,Tuesday
1422,2011-04-05 03:00:00,Spring,0,1.0,Mist,22.14,73.0,22.0028,1,3,4,2011,4,Tuesday
1424,2011-04-05 05:00:00,Spring,0,1.0,Rainy,18.86,94.0,19.9995,0,5,5,2011,4,Tuesday
1427,2011-04-05 08:00:00,Spring,0,1.0,Rainy,15.58,87.0,39.0007,9,148,157,2011,4,Tuesday
1432,2011-04-05 13:00:00,Spring,0,1.0,Mist,14.76,63.0,27.9993,5,51,56,2011,4,Tuesday
1438,2011-04-05 19:00:00,Spring,0,1.0,Clear,14.76,43.0,19.9995,12,148,160,2011,4,Tuesday
1443,2011-04-06 00:00:00,Spring,0,1.0,Clear,12.3,49.0,7.0015,0,15,15,2011,4,Wednesday
1448,2011-04-06 05:00:00,Spring,0,1.0,Clear,9.84,70.0,7.0015,1,12,13,2011,4,Wednesday
1449,2011-04-06 06:00:00,Spring,0,1.0,Clear,9.84,70.0,7.0015,4,52,56,2011,4,Wednesday
1453,2011-04-06 10:00:00,Spring,0,1.0,Clear,16.4,37.0,26.0027,21,48,69,2011,4,Wednesday
1454,2011-04-06 11:00:00,Spring,0,1.0,Clear,17.22,38.0,26.0027,23,70,93,2011,4,Wednesday
1463,2011-04-06 20:00:00,Spring,0,1.0,Clear,18.86,51.0,15.0013,15,126,141,2011,4,Wednesday
1469,2011-04-07 02:00:00,Spring,0,1.0,Clear,17.22,54.0,0.0,0,7,7,2011,4,Thursday
1478,2011-04-07 11:00:00,Spring,0,1.0,Mist,18.86,55.0,0.0,36,86,122,2011,4,Thursday
1480,2011-04-07 13:00:00,Spring,0,1.0,Mist,21.32,48.0,6.0032,36,99,135,2011,4,Thursday
1483,2011-04-07 16:00:00,Spring,0,1.0,Clear,24.6,35.0,0.0,52,161,213,2011,4,Thursday
1490,2011-04-07 23:00:00,Spring,0,1.0,Clear,15.58,76.0,16.9979,9,45,54,2011,4,Thursday
1491,2011-04-08 00:00:00,Spring,0,1.0,Mist,14.76,76.0,15.0013,4,21,25,2011,4,Friday
1497,2011-04-08 06:00:00,Spring,0,1.0,Mist,13.94,87.0,0.0,2,33,35,2011,4,Friday
1502,2011-04-08 11:00:00,Spring,0,1.0,Mist,16.4,62.0,26.0027,19,79,98,2011,4,Friday
1505,2011-04-08 14:00:00,Spring,0,1.0,Rainy,13.94,87.0,15.0013,2,13,15,2011,4,Friday
1509,2011-04-08 18:00:00,Spring,0,1.0,Rainy,13.12,93.0,16.9979,8,54,62,2011,4,Friday
1512,2011-04-08 21:00:00,Spring,0,1.0,Mist,12.3,93.0,16.9979,11,43,54,2011,4,Friday
1513,2011-04-08 22:00:00,Spring,0,1.0,Mist,12.3,93.0,19.9995,9,42,51,2011,4,Friday
1514,2011-04-08 23:00:00,Spring,0,1.0,Mist,12.3,93.0,15.0013,4,31,35,2011,4,Friday
1515,2011-04-09 00:00:00,Spring,1,1.0,Mist,12.3,87.0,15.0013,5,26,31,2011,4,Saturday
1518,2011-04-09 03:00:00,Spring,1,0.0,Rainy,12.3,100.0,16.9979,3,11,14,2011,4,Saturday
1527,2011-04-09 12:00:00,Spring,1,0.0,Mist,14.76,81.0,8.9981,79,123,202,2011,4,Saturday
1528,2011-04-09 13:00:00,Spring,1,0.0,Mist,14.76,81.0,0.0,114,108,222,2011,4,Saturday
1536,2011-04-09 21:00:00,Spring,1,0.0,Mist,14.76,93.0,8.9981,10,65,75,2011,4,Saturday
1538,2011-04-09 23:00:00,Spring,1,0.0,Mist,15.58,87.0,6.0032,12,45,57,2011,4,Saturday
1542,2011-04-10 03:00:00,Spring,1,0.0,Mist,15.58,87.0,8.9981,5,11,16,2011,4,Sunday
1544,2011-04-10 05:00:00,Spring,1,0.0,Mist,14.76,93.0,6.0032,0,4,4,2011,4,Sunday
1547,2011-04-10 08:00:00,Spring,1,0.0,Mist,15.58,94.0,6.0032,17,38,55,2011,4,Sunday
1554,2011-04-10 15:00:00,Spring,1,0.0,Clear,20.5,77.0,15.0013,156,141,297,2011,4,Sunday
1557,2011-04-10 18:00:00,Spring,1,0.0,Clear,20.5,77.0,12.998,103,137,240,2011,4,Sunday
1564,2011-04-11 01:00:00,Spring,0,1.0,Clear,18.86,94.0,19.0012,1,3,4,2011,4,Monday
1568,2011-04-11 06:00:00,Spring,0,1.0,Mist,18.86,100.0,15.0013,2,59,61,2011,4,Monday
1569,2011-04-11 07:00:00,Spring,0,1.0,Mist,20.5,88.0,15.0013,12,164,176,2011,4,Monday
1572,2011-04-11 10:00:00,Spring,0,1.0,Mist,22.96,83.0,19.9995,41,55,96,2011,4,Monday
1578,2011-04-11 16:00:00,Spring,0,1.0,Clear,30.34,48.0,35.0008,73,162,235,2011,4,Monday
1581,2011-04-11 19:00:00,Spring,0,1.0,Clear,29.52,51.0,30.0026,73,211,284,2011,4,Monday
1582,2011-04-11 20:00:00,Spring,0,1.0,Clear,27.88,57.0,35.0008,44,122,166,2011,4,Monday
1598,2011-04-12 12:00:00,Spring,0,1.0,Mist,22.96,64.0,31.0009,9,83,92,2011,4,Tuesday
1607,2011-04-12 21:00:00,Spring,0,1.0,Mist,17.22,82.0,12.998,10,74,84,2011,4,Tuesday
1608,2011-04-12 22:00:00,Spring,0,1.0,Mist,16.4,94.0,19.9995,7,47,54,2011,4,Tuesday
1612,2011-04-13 02:00:00,Spring,0,1.0,Rainy,16.4,100.0,19.9995,0,2,2,2011,4,Wednesday
1621,2011-04-13 11:00:00,Spring,0,1.0,Mist,17.22,82.0,12.998,4,57,61,2011,4,Wednesday
1623,2011-04-13 13:00:00,Spring,0,1.0,Mist,18.04,77.0,12.998,6,55,61,2011,4,Wednesday
1625,2011-04-13 15:00:00,Spring,0,1.0,Mist,18.04,72.0,19.0012,12,69,81,2011,4,Wednesday
1627,2011-04-13 17:00:00,Spring,0,1.0,Clear,18.86,67.0,19.9995,25,284,309,2011,4,Wednesday
1628,2011-04-13 18:00:00,Spring,0,1.0,Clear,18.04,62.0,26.0027,28,293,321,2011,4,Wednesday
1629,2011-04-13 19:00:00,Spring,0,1.0,Clear,18.04,62.0,16.9979,15,160,175,2011,4,Wednesday
1632,2011-04-13 22:00:00,Spring,0,1.0,Clear,17.22,67.0,12.998,10,89,99,2011,4,Wednesday
1637,2011-04-14 03:00:00,Spring,0,1.0,Clear,13.94,81.0,8.9981,0,2,2,2011,4,Thursday
1647,2011-04-14 13:00:00,Spring,0,1.0,Clear,22.96,37.0,15.0013,38,121,159,2011,4,Thursday
1648,2011-04-14 14:00:00,Spring,0,1.0,Clear,22.96,35.0,6.0032,36,101,137,2011,4,Thursday
1649,2011-04-14 15:00:00,Spring,0,1.0,Clear,24.6,31.0,6.0032,57,85,142,2011,4,Thursday
1655,2011-04-14 21:00:00,Spring,0,1.0,Clear,18.86,63.0,8.9981,19,126,145,2011,4,Thursday
1656,2011-04-14 22:00:00,Spring,0,1.0,Clear,19.68,55.0,7.0015,22,82,104,2011,4,Thursday
1657,2011-04-14 23:00:00,Spring,0,1.0,Clear,18.86,59.0,7.0015,7,40,47,2011,4,Thursday
1660,2011-04-15 02:00:00,Spring,0,0.0,Clear,16.4,76.0,0.0,8,10,18,2011,4,Friday
1664,2011-04-15 06:00:00,Spring,0,0.0,Clear,14.76,81.0,6.0032,5,42,47,2011,4,Friday
1666,2011-04-15 08:00:00,Spring,0,0.0,Clear,18.04,62.0,19.9995,21,279,300,2011,4,Friday
1668,2011-04-15 10:00:00,Spring,0,0.0,Clear,20.5,55.0,12.998,31,91,122,2011,4,Friday
1671,2011-04-15 13:00:00,Spring,0,0.0,Clear,22.14,52.0,16.9979,47,133,180,2011,4,Friday
1674,2011-04-15 16:00:00,Spring,0,0.0,Clear,21.32,55.0,32.9975,70,173,243,2011,4,Friday
1675,2011-04-15 17:00:00,Spring,0,0.0,Mist,20.5,63.0,26.0027,64,267,331,2011,4,Friday
1676,2011-04-15 18:00:00,Spring,0,0.0,Mist,18.86,67.0,26.0027,47,216,263,2011,4,Friday
1677,2011-04-15 19:00:00,Spring,0,0.0,Clear,17.22,77.0,26.0027,41,168,209,2011,4,Friday
1682,2011-04-16 00:00:00,Spring,1,0.0,Mist,14.76,81.0,15.0013,7,36,43,2011,4,Saturday
1683,2011-04-16 01:00:00,Spring,1,0.0,Mist,14.76,87.0,19.0012,5,28,33,2011,4,Saturday
1685,2011-04-16 03:00:00,Spring,1,0.0,Mist,14.76,87.0,11.0014,5,9,14,2011,4,Saturday
1688,2011-04-16 06:00:00,Spring,1,0.0,Rainy,16.4,82.0,22.0028,1,9,10,2011,4,Saturday
1690,2011-04-16 08:00:00,Spring,1,0.0,Rainy,16.4,87.0,23.9994,7,38,45,2011,4,Saturday
1692,2011-04-16 10:00:00,Spring,1,0.0,Rainy,17.22,94.0,26.0027,1,21,22,2011,4,Saturday
1694,2011-04-16 12:00:00,Spring,1,0.0,Mist,18.86,88.0,39.0007,6,26,32,2011,4,Saturday
1695,2011-04-16 13:00:00,Spring,1,0.0,Rainy,18.86,94.0,35.0008,9,49,58,2011,4,Saturday
1699,2011-04-16 17:00:00,Spring,1,0.0,Rainy,20.5,88.0,39.0007,1,14,15,2011,4,Saturday
1700,2011-04-16 18:00:00,Spring,1,0.0,Mist,20.5,94.0,26.0027,6,32,38,2011,4,Saturday
1708,2011-04-17 02:00:00,Spring,1,0.0,Clear,16.4,62.0,12.998,4,25,29,2011,4,Sunday
1718,2011-04-17 12:00:00,Spring,1,0.0,Clear,18.86,38.0,26.0027,167,187,354,2011,4,Sunday
1719,2011-04-17 13:00:00,Spring,1,0.0,Clear,20.5,34.0,26.0027,181,162,343,2011,4,Sunday
1725,2011-04-17 19:00:00,Spring,1,1.0,Clear,22.96,30.0,19.9995,75,135,210,2011,4,Sunday
1731,2011-04-18 01:00:00,Spring,0,1.0,Clear,18.86,47.0,8.9981,11,8,19,2011,4,Monday
1733,2011-04-18 03:00:00,Spring,0,1.0,Clear,17.22,62.0,7.0015,6,1,7,2011,4,Monday
1735,2011-04-18 05:00:00,Spring,0,1.0,Clear,16.4,76.0,6.0032,0,16,16,2011,4,Monday
1737,2011-04-18 07:00:00,Spring,0,1.0,Clear,18.86,63.0,0.0,12,156,168,2011,4,Monday
1740,2011-04-18 10:00:00,Spring,0,1.0,Mist,21.32,55.0,7.0015,41,68,109,2011,4,Monday
1742,2011-04-18 12:00:00,Spring,0,1.0,Mist,22.96,49.0,6.0032,60,124,184,2011,4,Monday
1744,2011-04-18 14:00:00,Spring,0,1.0,Mist,23.78,49.0,12.998,49,95,144,2011,4,Monday
1753,2011-04-18 23:00:00,Spring,0,1.0,Clear,20.5,59.0,16.9979,11,35,46,2011,4,Monday
1754,2011-04-19 00:00:00,Spring,0,1.0,Clear,20.5,55.0,15.0013,2,23,25,2011,4,Tuesday
1765,2011-04-19 11:00:00,Spring,0,1.0,Mist,22.14,68.0,11.0014,19,53,72,2011,4,Tuesday
1766,2011-04-19 12:00:00,Spring,0,1.0,Mist,22.14,64.0,6.0032,19,84,103,2011,4,Tuesday
1768,2011-04-19 14:00:00,Spring,0,1.0,Mist,22.14,64.0,12.998,19,88,107,2011,4,Tuesday
1770,2011-04-19 16:00:00,Spring,0,1.0,Clear,22.96,52.0,19.9995,30,162,192,2011,4,Tuesday
1773,2011-04-19 19:00:00,Spring,0,1.0,Mist,20.5,72.0,12.998,28,248,276,2011,4,Tuesday
1779,2011-05-01 01:00:00,Spring,1,1.0,Clear,17.22,69.0,7.0015,9,50,59,2011,5,Sunday
1780,2011-05-01 02:00:00,Spring,1,0.0,Clear,17.22,77.0,7.0015,7,43,50,2011,5,Sunday
1789,2011-05-01 11:00:00,Spring,1,1.0,Clear,18.86,82.0,7.0015,109,141,250,2011,5,Sunday
1791,2011-05-01 13:00:00,Spring,1,0.0,Mist,20.5,63.0,11.0014,123,209,332,2011,5,Sunday
1792,2011-05-01 14:00:00,Spring,1,0.0,Mist,20.5,68.0,7.0015,85,153,238,2011,5,Sunday
1793,2011-05-01 15:00:00,Spring,1,0.0,Mist,20.5,72.0,0.0,113,153,266,2011,5,Sunday
1797,2011-05-01 19:00:00,Spring,1,0.0,Mist,18.86,84.0,7.0015,47,131,178,2011,5,Sunday
